clusterNumber	bestScore_x	Organism_x	Score_x	proteinID_x	Bootstrap_x	bestScore_y	Organism_y	Score_y	proteinID_y	Bootstrap_y
289	3883	H.sapiens	1.0	Q9P2D3	100%	3883	M.musculus	1.0	Q8C547	100%
290	3879	H.sapiens	1.0	Q9HC10	100%	3879	M.musculus	1.0	Q9ESF1	100%
291	3866	H.sapiens	1.0	Q14669	100%	3866	M.musculus	1.0	G5E870	100%
292	3863	H.sapiens	1.0	Q8NFC6	100%	3863	M.musculus	1.0	E9Q6J5	100%
293	3862	H.sapiens	1.0	Q12923	100%	3862	M.musculus	1.0	Q64512	100%
294	3857	H.sapiens	1.0	Q8NF50	100%	3857	M.musculus	1.0	Q8C147	100%
295	3854	H.sapiens	1.0	P11277	100%	3854	M.musculus	1.0	P15508	100%
296	3854	H.sapiens	1.0	Q9BZ29	100%	3854	M.musculus	1.0	Q8BIK4	100%
297	3846	H.sapiens	1.0	A8TX70	100%	3846	M.musculus	1.0	A6H584	100%
298	3843	H.sapiens	1.0	Q12802	100%	3843	M.musculus	1.0	E9Q474	100%
299	3835	H.sapiens	1.0	P08922	100%	3835	M.musculus	1.0	Q78DX7	100%
300	3831	H.sapiens	1.0	Q14839	100%	3831	M.musculus	1.0	Q6PDQ2	100%
301	3825	H.sapiens	1.0	Q14524	100%	3825	M.musculus	1.0	Q9JJV9	100%
302	3824	H.sapiens	1.0	Q14008	100%	3824	M.musculus	1.0	A2AGT5	100%
303	3817	H.sapiens	1.0	Q96BY7	100%	3817	M.musculus	1.0	Q80XK6	100%
304	3813	H.sapiens	1.0	A6NMZ7	100%	3813	M.musculus	1.0	Q8C6K9	100%
305	3812	H.sapiens	1.0	P23468	100%	3812	M.musculus	1.0	Q64487	100%
306	3800	H.sapiens	1.0	O14578	100%	3800	M.musculus	1.0	P49025	100%
307	3795	H.sapiens	1.0	Q8TDI0	100%	3795	M.musculus	1.0	E9PYL1	100%
308	3793	H.sapiens	1.0	P35580	100%	3793	M.musculus	1.0	Q61879	100%
309	3791	H.sapiens	1.0	Q14686	100%	3791	M.musculus	1.0	Q9JL19	100%
310	3780	H.sapiens	1.0	Q92614	100%	3780	M.musculus	1.0	Q9JMH9	100%
311	3775	H.sapiens	1.0	Q5T1R4	100%	3775	M.musculus	1.0	A2A884	100%
312	3772	H.sapiens	1.0	Q9HCM2	100%	3772	M.musculus	1.0	Q80UG2	100%
313	3769	H.sapiens	1.0	P23471	100%	3769	M.musculus	1.0	B9EKR1	100%
314	3769	H.sapiens	1.0	P51610	100%	3769	M.musculus	1.0	Q61191	100%
315	3763	H.sapiens	1.0	Q9NY46	100%	3763	M.musculus	1.0	A2ASI5	100%
316	3761	H.sapiens	1.0	Q96JI7	100%	3761	M.musculus	1.0	Q3UHA3	100%
317	3760	H.sapiens	1.0	Q96HP0	100%	3760	M.musculus	1.0	Q8VDR9	100%
318	3756	H.sapiens	1.0	P20908	100%	3756	M.musculus	1.0	O88207	100%
319	3756	H.sapiens	1.0	Q9P2N4	100%	3756	M.musculus	1.0	E9PUN6	100%
320	3735	H.sapiens	1.0	Q92621	100%	3735	M.musculus	1.0	B9EJ54	100%
321	3733	H.sapiens	1.0	O75051	100%	3733	M.musculus	1.0	P70207	100%
322	3724	H.sapiens	1.0	O43157	100%	3724	M.musculus	1.0	Q8CJH3	100%
323	3710	H.sapiens	1.0	Q7Z333	100%	3710	M.musculus	1.0	A2AKX3	100%
324	3705	H.sapiens	1.0	Q8NDV7	100%	3705	M.musculus	1.0	Q3UHK8	100%
325	3701	H.sapiens	1.0	Q9UIW2	100%	3701	M.musculus	1.0	P70206	100%
326	3700	H.sapiens	1.0	Q15858	100%	3700	M.musculus	1.0	Q62205	100%
327	3699	H.sapiens	1.0	P11055	100%	3699	M.musculus	1.0	P13541	100%
328	3697	H.sapiens	1.0	A7KAX9	100%	3697	M.musculus	1.0	Q811P8	100%
329	3691	H.sapiens	1.0	P15822	100%	3691	M.musculus	1.0	Q03172	100%
330	3688	H.sapiens	1.0	P10586	100%	3688	M.musculus	1.0	A2A8L5	100%
331	3688	H.sapiens	1.0	P35579	100%	3688	M.musculus	1.0	Q8VDD5	100%
332	3683	H.sapiens	1.0	Q6ZT12	100%	3683	M.musculus	1.0	Q5U430	100%
333	3676	H.sapiens	1.0	P12107	100%	3676	M.musculus	1.0	Q61245	100%
334	3672	H.sapiens	1.0	Q2KJY2	100%	3672	M.musculus	1.0	Q7TNC6	100%
335	3668	H.sapiens	1.0	P35749	100%	3668	M.musculus	1.0	O08638	100%
336	3668	H.sapiens	1.0	P12883	100%	3668	M.musculus	1.0	Q91Z83	100%
337	3664	H.sapiens	1.0	Q68DE3	100%	3664	M.musculus	1.0	B2RUQ2	100%
338	3662	H.sapiens	1.0	P13533	100%	3662	M.musculus	1.0	Q02566	100%
339	3659	H.sapiens	1.0	Q9UKX2	100%	3659	M.musculus	1.0	G3UW82	100%
340	3658	H.sapiens	1.0	P12882	100%	3658	M.musculus	1.0	Q5SX40	100%
341	3652	H.sapiens	1.0	Q9H1A4	100%	3652	M.musculus	1.0	P53995	100%
342	3651	H.sapiens	1.0	P13535	100%	3651	M.musculus	1.0	P13542	100%
343	3650	H.sapiens	1.0	Q7Z7A1	100%	3650	M.musculus	1.0	A2AL36	100%
344	3646	H.sapiens	1.0	P42694	100%	3646	M.musculus	1.0	Q6DFV5	100%
345	3646	H.sapiens	1.0	Q9UGU0	100%	3646	M.musculus	1.0	Q9EPQ8	100%
346	3642	H.sapiens	1.0	O60293	100%	3642	M.musculus	1.0	B2RT41	100%
347	3640	H.sapiens	1.0	O15018	100%	3640	M.musculus	1.0	E9Q1M1	100%
348	3640	H.sapiens	1.0	Q9C0F0	100%	3640	M.musculus	1.0	Q8C4A5	100%
349	3633	H.sapiens	1.0	Q9UKX3	100%	3633	M.musculus	1.0	B1AR69	100%
350	3632	H.sapiens	1.0	P21675	100%	3632	M.musculus	1.0	Q80UV9	100%
351	3632	H.sapiens	1.0	Q7Z442	100%	3632	M.musculus	1.0	Q7TN88	100%
352	3631	H.sapiens	1.0	Q13023	100%	3631	M.musculus	1.0	E9Q9K8	100%
353	3630	H.sapiens	1.0	Q9Y623	100%	3630	M.musculus	1.0	Q5SX39	100%
354	3629	H.sapiens	1.0	A7E2Y1	100%	3629	M.musculus	1.0	A2AQP0	100%
355	3629	H.sapiens	1.0	Q38SD2	100%	3629	M.musculus	1.0	Q3UHC2	100%
356	3628	H.sapiens	1.0	Q9UPY3	100%	3628	M.musculus	1.0	Q8R418	100%
357	3624	H.sapiens	1.0	Q13332	100%	3624	M.musculus	1.0	B0V2N1	100%
358	3623	H.sapiens	1.0	Q86VV8	100%	3623	M.musculus	1.0	Q8R4Y8	100%
359	3623	H.sapiens	1.0	Q9NSI6	100%	3623	M.musculus	1.0	Q921C3	100%
360	3618	H.sapiens	1.0	Q9BYK8	100%	3618	M.musculus	1.0	A2AS03	100%
361	3616	H.sapiens	1.0	Q14185	100%	3616	M.musculus	1.0	Q8BUR4	100%
362	3612	H.sapiens	1.0	P51805	100%	3612	M.musculus	1.0	P70208	100%
363	3608	H.sapiens	1.0	A7E2V4	100%	3608	M.musculus	1.0	Q3UHH1	100%
364	3604	H.sapiens	1.0	Q92794	100%	3604	M.musculus	1.0	Q8BZ21	100%
365	3602	H.sapiens	1.0	O14647	100%	3602	M.musculus	1.0	E9PZM4	100%
366	3587	H.sapiens	1.0	Q9Y6D6	100%	3587	M.musculus	1.0	G3X9K3	100%
367	3585	H.sapiens	1.0	Q8IUG5	100%	3585	M.musculus	1.0	E9PV66	100%
368	3584	H.sapiens	1.0	O95248	100%	3584	M.musculus	1.0	Q6ZPE2	100%
369	3584	H.sapiens	1.0	Q14997	100%	3584	M.musculus	1.0	Q5SSW2	100%
370	3584	H.sapiens	1.0	O95996	100%	3584	M.musculus	1.0	Q9Z1K7	100%
371	3583	H.sapiens	1.0	Q9BV73	100%	3583	M.musculus	1.0	Q60952	100%
372	3577	H.sapiens	1.0	Q8IZT6	100%	3577	M.musculus	1.0	Q8CJ27	100%
373	3577	H.sapiens	1.0	Q96QT4	100%	3577	M.musculus	1.0	Q923J1	100%
374	3575	H.sapiens	1.0	P50748	100%	3575	M.musculus	1.0	Q8C3Y4	100%
375	3574	H.sapiens	1.0	Q9H583	100%	3574	M.musculus	1.0	G3X9B1	100%
376	3572	H.sapiens	1.0	A6NHR9	100%	3572	M.musculus	1.0	Q6P5D8	100%
377	3570	H.sapiens	1.0	Q9UIF8	100%	3570	M.musculus	1.0	A2AUY4	100%
378	3565	H.sapiens	1.0	O60840	100%	3565	M.musculus	1.0	Q9JIS7	100%
379	3562	H.sapiens	1.0	Q9Y4D7	100%	3562	M.musculus	1.0	Q3UH93	100%
380	3561	H.sapiens	1.0	Q96PE2	100%	3561	M.musculus	1.0	Q80U35	100%
381	3557	H.sapiens	1.0	Q7Z406	100%	3557	M.musculus	1.0	Q6URW6	100%
382	3552	H.sapiens	1.0	Q8NEY1	100%	3552	M.musculus	1.0	Q8CH77	100%
383	3546	H.sapiens	1.0	O14981	100%	3546	M.musculus	1.0	E9QAE3	100%
384	3538	H.sapiens	1.0	Q99466	100%	3538	M.musculus	1.0	P31695	100%
385	3534	H.sapiens	1.0	P07942	100%	3534	M.musculus	1.0	P02469	100%
386	3533	H.sapiens	1.0	O60333	100%	3533	M.musculus	1.0	Q60575	100%
387	3533	H.sapiens	1.0	Q6PIF6	100%	3533	M.musculus	1.0	Q99MZ6	100%
388	3532	H.sapiens	1.0	Q9H7D0	100%	3532	M.musculus	1.0	B2RY04	100%
389	3531	H.sapiens	1.0	Q15154	100%	3531	M.musculus	1.0	Q9R0L6	100%
390	3530	H.sapiens	1.0	Q4ZG55	100%	3530	M.musculus	1.0	Q3UHK3	100%
391	3527	H.sapiens	1.0	P23467	100%	3527	M.musculus	1.0	B2RU80	100%
392	3524	H.sapiens	1.0	P13942	100%	3524	M.musculus	1.0	Q64739	100%
393	3523	H.sapiens	1.0	Q8WWQ0	100%	3523	M.musculus	1.0	Q8VDD9	100%
394	3518	H.sapiens	1.0	O75417	100%	3518	M.musculus	1.0	Q80XB7	100%
395	3513	H.sapiens	1.0	Q8TDM6	100%	3513	M.musculus	1.0	E9Q9R9	100%
396	3502	H.sapiens	1.0	Q4AC94	100%	3502	M.musculus	1.0	Q52KB6	100%
397	3502	H.sapiens	1.0	Q92538	100%	3502	M.musculus	1.0	Q6DFZ1	100%
398	3499	H.sapiens	1.0	Q13459	100%	3499	M.musculus	1.0	Q9QY06	100%
399	3499	H.sapiens	1.0	Q9Y4I1	100%	3499	M.musculus	1.0	Q99104	100%
400	3498	H.sapiens	1.0	Q9UPQ9	100%	3498	M.musculus	1.0	Q8BKI2	100%
401	3492	H.sapiens	1.0	Q92608	100%	3492	M.musculus	1.0	Q8C3J5	100%
402	3491	H.sapiens	1.0	Q6RI45	100%	3491	M.musculus	1.0	A2AHJ4	100%
403	3488	H.sapiens	1.0	Q86WG5	100%	3488	M.musculus	1.0	E9PXF8	100%
404	3487	H.sapiens	1.0	Q7Z401	100%	3487	M.musculus	1.0	E9Q8V6	100%
405	3487	H.sapiens	1.0	Q9C091	100%	3487	M.musculus	1.0	B9EJV3	100%
406	3479	H.sapiens	1.0	Q69YN4	100%	3479	M.musculus	1.0	A2AIV2	100%
407	3475	H.sapiens	1.0	Q86XA9	100%	3475	M.musculus	1.0	Q5PRF0	100%
408	3475	H.sapiens	1.0	Q8WYB5	100%	3475	M.musculus	1.0	Q8BRB7	100%
409	3465	H.sapiens	1.0	Q13129	100%	3465	M.musculus	1.0	A2A7F4	100%
410	3465	H.sapiens	1.0	O95425	100%	3465	M.musculus	1.0	Q8K4L3	100%
411	3464	H.sapiens	1.0	Q2PPJ7	100%	3464	M.musculus	1.0	A3KGS3	100%
412	3458	H.sapiens	1.0	Q9P2E3	100%	3458	M.musculus	1.0	Q8R151	100%
413	3456	H.sapiens	1.0	Q5H8C1	100%	3456	M.musculus	1.0	Q684R7	100%
414	3455	H.sapiens	1.0	Q5VYK3	100%	3455	M.musculus	1.0	Q6PDI5	100%
415	3453	H.sapiens	1.0	Q7KZ85	100%	3453	M.musculus	1.0	Q62383	100%
416	3450	H.sapiens	1.0	A6NKB5	100%	3450	M.musculus	1.0	Q5DU28	100%
417	3448	H.sapiens	1.0	Q8IZD2	100%	3448	M.musculus	1.0	Q3UG20	100%
418	3447	H.sapiens	1.0	Q8IZF0	100%	3447	M.musculus	1.0	Q8BXR5	100%
419	3439	H.sapiens	1.0	Q13698	100%	3439	M.musculus	1.0	Q02789	100%
420	3436	H.sapiens	1.0	P29400	100%	3436	M.musculus	1.0	Q63ZW6	100%
421	3436	H.sapiens	1.0	Q3V6T2	100%	3436	M.musculus	1.0	Q5SNZ0	100%
422	3428	H.sapiens	1.0	Q7RTP6	100%	3428	M.musculus	1.0	Q8CJ19	100%
423	3428	H.sapiens	1.0	P55196	100%	3428	M.musculus	1.0	Q9QZQ1	100%
424	3420	H.sapiens	1.0	Q9Y6D5	100%	3420	M.musculus	1.0	A2A5R2	100%
425	3420	H.sapiens	1.0	Q9P2S2	100%	3420	M.musculus	1.0	E9Q7X7	100%
426	3418	H.sapiens	1.0	P51587	100%	3418	M.musculus	1.0	P97929	100%
427	3416	H.sapiens	1.0	Q562E7	100%	3416	M.musculus	1.0	Q5ND34	100%
428	3416	H.sapiens	1.0	P35499	100%	3416	M.musculus	1.0	Q9ER60	100%
429	3413	H.sapiens	1.0	Q9Y6R7	100%	3413	M.musculus	1.0	E9PVG8	100%
430	3413	H.sapiens	1.0	O43166	100%	3413	M.musculus	1.0	Q8C0T5	100%
431	3403	H.sapiens	1.0	O60287	100%	3403	M.musculus	1.0	Q571H0	100%
432	3402	H.sapiens	1.0	Q9UG01	100%	3402	M.musculus	1.0	Q6VH22	100%
433	3401	H.sapiens	1.0	P98088	100%	3401	M.musculus	1.0	E9Q5I3	100%
434	3400	H.sapiens	1.0	Q92545	100%	3400	M.musculus	1.0	O70472	100%
435	3397	H.sapiens	1.0	Q92824	100%	3397	M.musculus	1.0	Q04592	100%
436	3393	H.sapiens	1.0	O75970	100%	3393	M.musculus	1.0	Q8VBX6	100%
437	3390	H.sapiens	1.0	P00451	100%	3390	M.musculus	1.0	Q06194	100%
438	3382	H.sapiens	1.0	P55268	100%	3382	M.musculus	1.0	Q61292	100%
439	3381	H.sapiens	1.0	Q68CP9	100%	3381	M.musculus	1.0	E9Q7E2	100%
440	3381	H.sapiens	1.0	P52948	100%	3381	M.musculus	1.0	Q6PFD9	100%
441	3369	H.sapiens	1.0	Q9ULI1	100%	3369	M.musculus	1.0	Q6P5U7	100%
442	3362	H.sapiens	1.0	Q9Y3S1	100%	3362	M.musculus	1.0	Q3UH66	100%
443	3360	H.sapiens	1.0	Q5VU43	100%	3360	M.musculus	1.0	Q80YT7	100%
444	3356	H.sapiens	1.0	Q8N6G6	100%	3356	M.musculus	1.0	Q8BLI0	100%
445	3352	H.sapiens	1.0	P02462	100%	3352	M.musculus	1.0	P02463	100%
446	3352	H.sapiens	1.0	Q00610	100%	3352	M.musculus	1.0	Q68FD5	100%
447	3346	H.sapiens	1.0	A3KMH1	100%	3346	M.musculus	1.0	Q8CC88	100%
448	3346	H.sapiens	1.0	Q9C0G0	100%	3346	M.musculus	1.0	G3UVV3	100%
449	3344	H.sapiens	1.0	Q14766	100%	3344	M.musculus	1.0	Q8CG19	100%
450	3340	H.sapiens	1.0	Q2WGJ9	100%	3340	M.musculus	1.0	E0CZ42	100%
451	3336	H.sapiens	1.0	Q6WRI0	100%	3336	M.musculus	1.0	Q3V1M1	100%
452	3335	H.sapiens	1.0	Q9ULH0	100%	3335	M.musculus	1.0	E9Q9B7	100%
453	3332	H.sapiens	1.0	Q05707	100%	3332	M.musculus	1.0	Q80X19	100%
454	3330	H.sapiens	1.0	O14646	100%	3330	M.musculus	1.0	P40201	100%
455	3328	H.sapiens	1.0	P16144	100%	3328	M.musculus	1.0	A2A863	100%
456	3322	H.sapiens	1.0	Q5VT25	100%	3322	M.musculus	1.0	Q3UU96	100%
457	3320	H.sapiens	1.0	Q6UB98	100%	3320	M.musculus	1.0	G5E893	100%
458	3320	H.sapiens	1.0	Q8IWV7	100%	3320	M.musculus	1.0	O70481	100%
459	3317	H.sapiens	1.0	P29375	100%	3317	M.musculus	1.0	Q3UXZ9	100%
460	3311	H.sapiens	1.0	Q9UPW8	100%	3311	M.musculus	1.0	Q4KUS2	100%
461	3310	H.sapiens	1.0	Q5T5U3	100%	3310	M.musculus	1.0	Q6DFV3	100%
462	3307	H.sapiens	1.0	O60292	100%	3307	M.musculus	1.0	G3X9J0	100%
463	3307	H.sapiens	1.0	P16157	100%	3307	M.musculus	1.0	Q02357	100%
464	3305	H.sapiens	1.0	Q3T8J9	100%	3305	M.musculus	1.0	Q9DB00	100%
465	3304	H.sapiens	1.0	Q9C0D5	100%	3304	M.musculus	1.0	Q0VGY8	100%
466	3304	H.sapiens	1.0	Q92817	100%	3304	M.musculus	1.0	Q9D952	100%
467	3300	H.sapiens	1.0	Q12756	100%	3300	M.musculus	1.0	P33173	100%
468	3299	H.sapiens	1.0	O75581	100%	3299	M.musculus	1.0	O88572	100%
469	3299	H.sapiens	1.0	Q8IZY2	100%	3299	M.musculus	1.0	Q91V24	100%
470	3298	H.sapiens	1.0	Q9UPZ6	100%	3298	M.musculus	1.0	Q69ZU6	100%
471	3296	H.sapiens	1.0	Q8IWV8	100%	3296	M.musculus	1.0	Q6WKZ8	100%
472	3290	H.sapiens	1.0	Q5SRE5	100%	3290	M.musculus	1.0	Q6ZQH8	100%
473	3289	H.sapiens	1.0	O15031	100%	3289	M.musculus	1.0	B2RXS4	100%
474	3281	H.sapiens	1.0	Q8IZF6	100%	3281	M.musculus	1.0	B7ZCC9	100%
475	3280	H.sapiens	1.0	O00468	100%	3280	M.musculus	1.0	A2ASQ1	100%
476	3277	H.sapiens	1.0	Q86V15	100%	3277	M.musculus	1.0	Q9CWL2	100%
477	3273	H.sapiens	1.0	Q7Z2Y8	100%	3273	M.musculus	1.0	Q80SU7	100%
478	3272	H.sapiens	1.0	Q9BYB0	100%	3272	M.musculus	1.0	Q4ACU6	100%
479	3271	H.sapiens	1.0	Q9BTC0	100%	3271	M.musculus	1.0	Q8C9B9	100%
480	3270	H.sapiens	1.0	Q14980	100%	3270	M.musculus	1.0	E9Q7G0	100%
481	3270	H.sapiens	1.0	Q2TAZ0	100%	3270	M.musculus	1.0	Q6P4T0	100%
482	3270	H.sapiens	1.0	Q9ULL4	100%	3270	M.musculus	1.0	Q9QY40	100%
483	3269	H.sapiens	1.0	Q16363	100%	3269	M.musculus	1.0	P97927	100%
484	3265	H.sapiens	1.0	Q15811	100%	3265	M.musculus	1.0	Q9Z0R4	100%
485	3263	H.sapiens	1.0	Q6R327	100%	3263	M.musculus	1.0	Q6QI06	100%
486	3263	H.sapiens	1.0	Q12789	100%	3263	M.musculus	1.0	Q8K284	100%
487	3263	H.sapiens	1.0	Q8IWT3	100%	3263	M.musculus	1.0	Q80TT8	100%
488	3263	H.sapiens	1.0	Q9ULV0	100%	3263	M.musculus	1.0	P21271	100%
489	3249	H.sapiens	1.0	Q15746	100%	3249	M.musculus	1.0	Q6PDN3	100%
490	3246	H.sapiens	1.0	Q07157	100%	3246	M.musculus	1.0	P39447	100%
491	3241	H.sapiens	1.0	Q5HYC2	100%	3241	M.musculus	1.0	F6TMC0	100%
492	3238	H.sapiens	1.0	Q9Y5Y9	100%	3238	M.musculus	1.0	Q6QIY3	100%
493	3237	H.sapiens	1.0	Q9HCF6	100%	3237	M.musculus	1.0	Q5F4S9	100%
494	3233	H.sapiens	1.0	Q96QU1	100%	3233	M.musculus	1.0	Q99PJ1	100%
495	3230	H.sapiens	1.0	Q86U86	100%	3230	M.musculus	1.0	Q8BSQ9	100%
496	3226	H.sapiens	1.0	Q7Z5P9	100%	3226	M.musculus	1.0	Q6PZE0	100%
497	3225	H.sapiens	1.0	Q9P219	100%	3225	M.musculus	1.0	Q6VGS5	100%
498	3223	H.sapiens	1.0	Q9UIF9	100%	3223	M.musculus	1.0	Q91YE5	100%
499	3218	H.sapiens	1.0	Q7Z6E9	100%	3218	M.musculus	1.0	P97868	100%
500	3218	H.sapiens	1.0	Q9UL36	100%	3218	M.musculus	1.0	B2RR24	100%
501	3216	H.sapiens	1.0	P51532	100%	3216	M.musculus	1.0	Q3TKT4	100%
502	3216	H.sapiens	1.0	Q7Z3U7	100%	3216	M.musculus	1.0	Q80TL7	100%
503	3213	H.sapiens	1.0	Q13219	100%	3213	M.musculus	1.0	Q8R4K8	100%
504	3212	H.sapiens	1.0	Q9P2F8	100%	3212	M.musculus	1.0	Q80TE4	100%
505	3211	H.sapiens	1.0	P09848	100%	3211	M.musculus	1.0	F8VPT3	100%
506	3207	H.sapiens	1.0	Q5UIP0	100%	3207	M.musculus	1.0	Q6PR54	100%
507	3203	H.sapiens	1.0	Q14674	100%	3203	M.musculus	1.0	P60330	100%
508	3200	H.sapiens	1.0	Q9HCJ0	100%	3200	M.musculus	1.0	Q3UHC0	100%
509	3199	H.sapiens	1.0	Q7Z5J4	100%	3199	M.musculus	1.0	Q61818	100%
510	3198	H.sapiens	1.0	Q8N2S1	99%	3198	M.musculus	1.0	Q8K4G1	100%
511	3191	H.sapiens	1.0	Q8TEM1	100%	3191	M.musculus	1.0	Q9QY81	100%
512	3184	H.sapiens	1.0	Q8NFA0	100%	3184	M.musculus	1.0	F8VPZ3	100%
513	3184	H.sapiens	1.0	O75197	100%	3184	M.musculus	1.0	Q91VN0	100%
514	3181	H.sapiens	1.0	Q9H1H9	100%	3181	M.musculus	1.0	Q9EQW7	100%
515	3178	H.sapiens	1.0	Q6W2J9	100%	3178	M.musculus	1.0	Q8CGN4	100%
516	3172	H.sapiens	1.0	Q9Y5S2	100%	3172	M.musculus	1.0	Q7TT50	100%
517	3170	H.sapiens	1.0	Q9Y6Y1	100%	3170	M.musculus	1.0	A2A891	100%
518	3168	H.sapiens	1.0	Q15643	100%	3168	M.musculus	1.0	E9Q512	100%
519	3165	H.sapiens	1.0	P49815	100%	3165	M.musculus	1.0	Q61037	100%
520	3164	H.sapiens	1.0	Q9BX84	100%	3164	M.musculus	1.0	Q8CIR4	100%
521	3163	H.sapiens	1.0	Q9NQT8	100%	3163	M.musculus	1.0	E9Q4K7	100%
522	3162	H.sapiens	1.0	Q8IZC6	100%	3162	M.musculus	1.0	Q5QNQ9	100%
523	3158	H.sapiens	1.0	Q14767	100%	3158	M.musculus	1.0	O08999	100%
524	3144	H.sapiens	1.0	O00750	100%	3144	M.musculus	1.0	E9QAN8	100%
525	3144	H.sapiens	1.0	Q92576	100%	3144	M.musculus	1.0	B2RQG2	100%
526	3143	H.sapiens	1.0	P11047	100%	3143	M.musculus	1.0	P02468	100%
527	3142	H.sapiens	1.0	P08572	100%	3142	M.musculus	1.0	P08122	100%
528	3139	H.sapiens	1.0	P46940	100%	3139	M.musculus	1.0	Q9JKF1	100%
529	3137	H.sapiens	1.0	Q8NI27	100%	3137	M.musculus	1.0	B1AZI6	99%
530	3136	H.sapiens	1.0	O15054	100%	3136	M.musculus	1.0	Q5NCY0	100%
531	3134	H.sapiens	1.0	Q12888	100%	3134	M.musculus	1.0	P70399	100%
532	3132	H.sapiens	1.0	Q9Y6N7	100%	3132	M.musculus	1.0	O89026	100%
533	3124	H.sapiens	1.0	Q02880	100%	3124	M.musculus	1.0	Q64511	100%
534	3122	H.sapiens	1.0	Q5T5P2	100%	3122	M.musculus	1.0	A2AQ25	100%
535	3122	H.sapiens	1.0	Q5VU65	100%	3122	M.musculus	1.0	Q9D2F7	100%
536	3121	H.sapiens	1.0	Q5TGY3	100%	3121	M.musculus	1.0	Q6PAL7	100%
537	3119	H.sapiens	1.0	Q7RTU9	100%	3119	M.musculus	1.0	Q8VIM6	100%
538	3119	H.sapiens	1.0	O94813	100%	3119	M.musculus	1.0	Q9R1B9	100%
539	3118	H.sapiens	1.0	O43451	100%	3118	M.musculus	1.0	B5THE2	100%
540	3114	H.sapiens	1.0	Q9NQX4	100%	3114	M.musculus	1.0	E9Q1F5	100%
541	3111	H.sapiens	1.0	O60241	100%	3111	M.musculus	1.0	Q8CGM1	100%
542	3108	H.sapiens	1.0	P05997	100%	3108	M.musculus	1.0	Q3U962	100%
543	3104	H.sapiens	1.0	O14514	100%	3104	M.musculus	1.0	Q3UHD1	100%
544	3102	H.sapiens	1.0	O60242	100%	3102	M.musculus	1.0	Q80ZF8	100%
545	3101	H.sapiens	1.0	O75037	100%	3101	M.musculus	1.0	Q9QXL1	100%
546	3100	H.sapiens	1.0	P35658	100%	3100	M.musculus	1.0	Q80U93	100%
547	3099	H.sapiens	1.0	Q9HBL0	100%	3099	M.musculus	1.0	E9Q0S6	100%
548	3099	H.sapiens	1.0	Q96Q42	100%	3099	M.musculus	1.0	Q920R0	100%
549	3094	H.sapiens	1.0	Q9P265	100%	3094	M.musculus	1.0	Q3UH60	100%
550	3090	H.sapiens	1.0	P12259	100%	3090	M.musculus	1.0	O88783	100%
551	3087	H.sapiens	1.0	O15047	100%	3087	M.musculus	1.0	E9PYH6	100%
552	3085	H.sapiens	1.0	P82987	100%	3085	M.musculus	1.0	G3UXC7	100%
553	3085	H.sapiens	1.0	Q9Y2E4	100%	3085	M.musculus	1.0	E9PWR4	100%
554	3082	H.sapiens	1.0	P02458	100%	3082	M.musculus	1.0	P28481	100%
555	3079	H.sapiens	1.0	Q9Y4B5	100%	3079	M.musculus	1.0	Q3UHU5	100%
556	3078	H.sapiens	1.0	Q7Z4S6	100%	3078	M.musculus	1.0	Q9QXL2	100%
557	3077	H.sapiens	1.0	Q8N4C6	100%	3077	M.musculus	1.0	Q61043	100%
558	3070	H.sapiens	1.0	O75140	100%	3070	M.musculus	1.0	P61460	100%
559	3070	H.sapiens	1.0	Q9NZM3	100%	3070	M.musculus	1.0	Q9Z0R6	100%
560	3069	H.sapiens	1.0	O43151	100%	3069	M.musculus	1.0	Q8BG87	100%
561	3068	H.sapiens	1.0	O14795	100%	3068	M.musculus	1.0	Q9Z1N9	100%
562	3067	H.sapiens	1.0	O60318	100%	3067	M.musculus	1.0	Q9WUU9	100%
563	3067	H.sapiens	1.0	P25940	100%	3067	M.musculus	1.0	Q9JLI2	100%
564	3067	H.sapiens	1.0	Q9P2R6	100%	3067	M.musculus	1.0	Q80TZ9	100%
565	3066	H.sapiens	1.0	O75093	100%	3066	M.musculus	1.0	Q80TR4	100%
566	3062	H.sapiens	1.0	P14410	100%	3062	M.musculus	1.0	F8VQM5	100%
567	3062	H.sapiens	1.0	O00443	100%	3062	M.musculus	1.0	Q61194	100%
568	3061	H.sapiens	1.0	P49454	100%	3061	M.musculus	1.0	E9Q3P4	100%
569	3059	H.sapiens	1.0	Q5TZA2	100%	3059	M.musculus	1.0	Q8CJ40	100%
570	3059	H.sapiens	1.0	Q99758	100%	3059	M.musculus	1.0	Q8R420	100%
571	3057	H.sapiens	1.0	Q70Z35	100%	3057	M.musculus	1.0	Q3LAC4	100%
572	3056	H.sapiens	1.0	P53804	100%	3056	M.musculus	1.0	O88196	100%
573	3055	H.sapiens	1.0	Q8WYP5	100%	3055	M.musculus	1.0	Q8CJF7	100%
574	3054	H.sapiens	1.0	Q9Y4F3	100%	3054	M.musculus	1.0	Q8BJ34	100%
575	3047	H.sapiens	1.0	Q9C0I4	100%	3047	M.musculus	1.0	Q6P4U0	100%
576	3045	H.sapiens	1.0	Q12955	100%	3045	M.musculus	1.0	G5E8K5	100%
577	3043	H.sapiens	1.0	Q96JN8	100%	3043	M.musculus	1.0	Q5NCX5	100%
