H.sapiens,P.troglodytes,Chaperone_client,dN,dS,dN/dS,Protein-protein_interaction_(PPI),Protein_abundance,Codon_adaptation_index_(CAI),Aggregation_propensity
ENSG00000237452,BHMG1,Non-client,0.019,0.0432,0.439814815,,0.008,0.4584291,1361.94
ENSG00000125084,WNT1,Non-client,0,0.0149,0,7,0.008,0.3084909,1643.94
ENSG00000165837,ERICH6B,Non-client,0.0107,0.012,0.891666667,,0.008,0.5962243,2253.18
ENSG00000204345,CD300LD,Non-client,0.0146,0.0244,0.598360656,1,0.008,0.5577155,2337.21
ENSG00000105428,ZNRF4,Client,0.0243,0.0423,0.574468085,80,0.008,0.360885,2533.57
ENSG00000178789,CD300LB,Non-client,0.1004,0.1184,0.847972973,2,0.008,0.4730078,2551.25
ENSG00000222009,BTBD19,Non-client,0.3027,0.386,0.784196891,,0.008,0.421066,2569.16
ENSG00000145808,ADAMTS19,Non-client,0.002,0.0088,0.227272727,,0.008,0.5591745,2726.61
ENSG00000186952,TMEM232,Non-client,0.0039,0.0069,0.565217391,,0.008,0.7195515,6089.32
ENSG00000154646,TMPRSS15,Non-client,0.0068,0.0135,0.503703704,1,0.008,0.6884251,6483.65
ENSG00000168619,ADAM18,Non-client,0.0082,0.0142,0.577464789,,0.008,0.7277387,6664.32
ENSG00000187950,OVCH1,Non-client,0.0076,0.0112,0.678571429,,0.008,0.6487964,7571.01
ENSG00000176798,OR51L1,Non-client,0.0063,0.0065,0.969230769,,0.008,0.5850558,7867.49
ENSG00000164756,SLC30A8,Non-client,0.006,0.0069,0.869565217,1,0.008,0.5490429,8340.07
ENSG00000147432,CHRNB3,Non-client,0,0.0119,0,3,0.008,0.5672592,8438.76
ENSG00000188763,FZD9,Non-client,0,0.0318,0,3,0.008,0.3023279,10395.8
ENSG00000121381,TAS2R9,Non-client,0.0073,0.0121,0.603305785,,0.008,0.6131101,10733.3
ENSG00000165643,SOHLH1,Non-client,0.0078,0.0187,0.4171123,,0.009,0.4053444,84.1361
ENSG00000144395,CCDC150,Non-client,0.0063,0.0088,0.715909091,5,0.009,0.6646495,331.306
ENSG00000188848,BEND4,Non-client,0.0044,0.0197,0.223350254,1,0.009,0.4428083,516.348
ENSG00000106038,EVX1,Non-client,0.0041,0.0175,0.234285714,1,0.009,0.3087795,591.804
ENSG00000141622,RNF165,Non-client,0,0.0073,0,9,0.009,0.4636716,701.863
ENSG00000164188,RANBP3L,Non-client,0.0059,0.0068,0.867647059,2,0.009,0.7084277,810.49
ENSG00000131910,NR0B2,Non-client,0.0036,0.024,0.15,59,0.009,0.4430121,1269.47
ENSG00000205784,ARRDC5,Non-client,0.0365,0.066,0.553030303,2,0.009,0.4564105,2234.72
ENSG00000140287,HDC,Non-client,0.002,0.0053,0.377358491,2,0.009,0.5078305,2321.75
ENSG00000204479,PRAMEF17,Client,0.0316,0.025,1.264,6,0.009,0.5278328,2521.87
ENSG00000139266,Mar-09,Client,0.0024,0.0099,0.242424242,4,0.009,0.3483597,2537.66
ENSG00000142484,TM4SF5,Non-client,0.007,0.0393,0.178117048,,0.009,0.3919465,3827.7
ENSG00000175143,OR2T1,Non-client,0.0026,0.0123,0.211382114,,0.009,0.5457333,8464.63
ENSG00000255346,NOX5,Client,0.0018,0.0203,0.088669951,12,0.009,0.4272858,8732.39
ENSG00000183090,FREM3,Non-client,0.0056,0.0121,0.462809917,,0.009,0.5304617,9612.58
ENSG00000163206,SMCP,Non-client,0.0208,0.0195,1.066666667,20,0.01,0.6006401,0
ENSG00000235608,NKX1-1,Non-client,0.0039,0.0192,0.203125,1,0.01,0.2737286,46.2007
ENSG00000258873,DUXA,Non-client,0.0043,0.0142,0.302816901,,0.01,0.6404085,80.68
ENSG00000177947,ODF3,Non-client,0.0034,0.0056,0.607142857,,0.01,0.4189329,194.002
ENSG00000178404,CEP295NL,Non-client,0.0043,0.0196,0.219387755,,0.01,0.5054786,260.164
ENSG00000186280,KDM4D,Non-client,0.0026,0.0123,0.211382114,7,0.01,0.5257753,312.899
ENSG00000160284,SPATC1L,Non-client,0.0103,0.0627,0.164274322,15,0.01,0.348409,522.099
ENSG00000139767,SRRM4,Non-client,0.0014,0.0145,0.096551724,2,0.01,0.367381,528.61
ENSG00000214681,IQCF5,Non-client,0.0064,0.0158,0.405063291,,0.01,0.508556,586.066
ENSG00000196468,FGF16,Non-client,0,0.0198,0,1,0.01,0.4235596,1089.78
ENSG00000196196,HRCT1,Non-client,0,0.0108,0,,0.01,0.3816742,1531.51
ENSG00000155530,LRGUK,Non-client,0.0084,0.0117,0.717948718,,0.01,0.5748865,1932.75
ENSG00000181323,SPEM1,Non-client,0.0166,0.0078,2.128205128,2,0.01,0.4556448,1965.11
ENSG00000187553,LOC100610581,Non-client,0.0008,0.0134,0.059701493,,0.01,0.3088459,2058.6
ENSG00000149043,SYT8,Non-client,0.0146,0.0237,0.616033755,1,0.01,0.4101288,2482.73
ENSG00000054690,PLEKHH1,Non-client,0.0051,0.0093,0.548387097,2,0.01,0.48836,3386.51
ENSG00000126106,TMEM53,Non-client,0.0016,0.0201,0.07960199,2,0.01,0.3953177,3452.92
ENSG00000184647,LOC472908,Non-client,0.0141,0.0265,0.532075472,,0.01,0.4917169,4120.84
ENSG00000126266,FFAR1,Non-client,0.0014,0.0152,0.092105263,,0.01,0.3580612,5702.77
ENSG00000156959,LHFPL4,Non-client,0.0016,0.0186,0.086021505,4,0.01,0.3646465,6343.93
ENSG00000166930,MS4A5,Non-client,0.0048,0.0112,0.428571429,1,0.01,0.6757625,6551.87
ENSG00000127529,OR7C2,Non-client,0.0089,0.0108,0.824074074,,0.01,0.4890815,7049.43
ENSG00000177103,DSCAML1,Non-client,0.001,0.0227,0.044052863,3,0.01,0.3972909,7888.06
ENSG00000135914,HTR2B,Non-client,0.002,0.0189,0.105820106,3,0.01,0.6167976,8799.86
ENSG00000082556,OPRK1,Non-client,0.0011,0.008,0.1375,10,0.01,0.4174606,9561.91
ENSG00000109927,TECTA,Non-client,0.0035,0.0133,0.263157895,,0.01,0.462783,11603.1
ENSG00000184716,SERINC4,Non-client,0.0009,0.0148,0.060810811,,0.01,0.5059565,12555.2
ENSG00000188674,C2BH2orf80,Non-client,0.0078,0.0071,1.098591549,,0.011,0.5535492,271.779
ENSG00000166349,RAG1,Client,0.0018,0.0058,0.310344828,24,0.011,0.5576647,1472.35
ENSG00000188803,SHISA6,Non-client,0.0015,0.0095,0.157894737,,0.011,0.3659655,2490.52
ENSG00000173769,TOPAZ1,Non-client,0.0041,0.0068,0.602941177,2,0.011,0.6900729,2614.52
ENSG00000128917,DLL4,Non-client,0.0018,0.0172,0.104651163,,0.011,0.4135271,2620.25
ENSG00000146530,VWDE,Non-client,0.0101,0.013,0.776923077,8,0.011,0.666753,5011.68
ENSG00000183307,TMEM121B,Non-client,0,0.0141,0,,0.011,0.300768,5490.83
ENSG00000198270,TMEM116,Non-client,0.0049,0.0111,0.441441441,,0.011,0.609988,6589.11
ENSG00000171942,OR10H2,Non-client,0.0133,0.0332,0.40060241,,0.011,0.4098775,8840.51
ENSG00000127366,TAS2R5,Non-client,0.016,0.0119,1.344537815,,0.011,0.5367515,9136.21
ENSG00000169247,SH3TC2,Non-client,0.0019,0.0113,0.168141593,,0.011,0.5136414,9398.61
ENSG00000176230,OR4K17,Non-client,0.0234,0.0278,0.841726619,,0.011,0.6064354,11676.3
ENSG00000135740,SLC9A5,Non-client,0.001,0.0106,0.094339623,5,0.011,0.4509422,15559.4
ENSG00000187862,TTC24,Non-client,0.0032,0.004,0.8,,0.012,0.4938177,317.83
ENSG00000228594,FNDC10,Non-client,0.0033,0.0288,0.114583333,,0.012,0.2424716,1991.4
ENSG00000158077,NLRP14,Non-client,0.0069,0.0166,0.415662651,1,0.012,0.6603121,5968.62
ENSG00000172324,OR5A2,Non-client,0.0105,0.0101,1.03960396,,0.012,0.5336932,8882.45
ENSG00000180998,GPR137C,Non-client,0.0011,0.0072,0.152777778,,0.012,0.535846,8967.35
ENSG00000188324,OR6C6,Non-client,0.0064,0.0097,0.659793814,,0.012,0.624099,9179.37
ENSG00000180974,OR52E4,Non-client,0.0062,0.0139,0.446043166,,0.012,0.5784182,9830.84
ENSG00000151812,SLC35F4,Non-client,0.0493,0.0688,0.716569767,,0.012,0.5884415,11027.6
ENSG00000203727,SAMD5,Non-client,0.0045,0.0256,0.17578125,,0.013,0.3496315,282.705
ENSG00000141433,ADCYAP1,Non-client,0.0594,0.0604,0.983443709,26,0.013,0.3841583,872.947
ENSG00000158106,RHPN1,Non-client,0.0059,0.034,0.173529412,39,0.013,0.3844346,1193.99
ENSG00000152953,STK32B,Client,0.0063,0.0183,0.344262295,1,0.013,0.4568526,1261.45
ENSG00000177721,ANXA2R,Non-client,0.005,0.0056,0.892857143,1,0.013,0.4903262,1286.15
ENSG00000164117,FBXO8,Non-client,0,0.0113,0,7,0.013,0.6384758,1663.26
ENSG00000185933,CALHM1,Non-client,0.0012,0.0278,0.043165468,,0.013,0.3635315,3406.42
ENSG00000198445,CCT8L2,Non-client,0.007,0.0173,0.404624278,,0.013,0.5399039,3850.62
ENSG00000166736,HTR3A,Non-client,0.0052,0.0239,0.217573222,97,0.013,0.4373219,9002.31
ENSG00000213996,TM6SF2,Non-client,0.0012,0.0112,0.107142857,,0.013,0.413898,9909.3
ENSG00000100191,SLC5A4,Non-client,0.0575,0.0774,0.742894057,,0.013,0.5093358,14503.4
ENSG00000158683,PKD1L1,Non-client,0.0096,0.0136,0.705882353,1,0.013,0.5409397,21522.4
ENSG00000183733,FIGLA,Non-client,0.009,0.0048,1.875,,0.014,0.4764101,25.4147
ENSG00000227059,ANHX,Non-client,0.0046,0.0185,0.248648649,,0.014,0.4670571,847.275
ENSG00000139908,TSSK4,Non-client,0.0051,0.0135,0.377777778,1,0.014,0.4979321,1692.02
ENSG00000204006,C1H1orf185,Non-client,0.0062,0.0274,0.226277372,,0.014,0.736371,2038.52
ENSG00000197536,LOC743989,Non-client,0.0213,0.009,2.366666667,,0.014,0.5620828,2200.7
ENSG00000187566,NHLRC1,Client,0,0.0154,0,16,0.014,0.437644,2697.44
ENSG00000147234,FRMPD3,Non-client,0.0023,0.0119,0.193277311,,0.014,0.4862855,6329.53
ENSG00000162669,HFM1,Non-client,0.0027,0.0119,0.226890756,,0.014,0.7709059,6797.42
ENSG00000100433,KCNK10,Non-client,0.005,0.0272,0.183823529,,0.014,0.4470867,8271.32
ENSG00000167332,OR51E2,Non-client,0.0014,0.0267,0.052434457,9,0.014,0.5047073,8274.67
ENSG00000152779,SLC16A12,Non-client,0.0037,0.0064,0.578125,,0.014,0.6275481,10512.1
ENSG00000069018,TRPC7,Non-client,0.0005,0.0165,0.03030303,4,0.014,0.4674476,12885.5
ENSG00000105549,THEG,Client,0.0069,0.0114,0.605263158,3,0.015,0.4239511,40.4996
ENSG00000151917,BEND6,Non-client,0.0033,0.0042,0.785714286,,0.015,0.6755418,158.523
ENSG00000235268,KDM4E,Non-client,0.0114,0.0363,0.314049587,,0.015,0.5482045,280.486
ENSG00000185028,LRRC14B,Non-client,0.0025,0.0378,0.066137566,,0.015,0.3675457,649.095
ENSG00000104941,RSPH6A,Non-client,0.0041,0.0224,0.183035714,,0.015,0.4163609,807.25
ENSG00000206260,PRR23A,Non-client,0.0069,0.0192,0.359375,,0.015,0.3597911,949.971
ENSG00000165623,UCMA,Non-client,0.0099,0.0091,1.087912088,1,0.015,0.486312,1288.32
ENSG00000184454,NCMAP,Non-client,0.0044,0.013,0.338461539,,0.015,0.477992,1784.87
ENSG00000159197,KCNE2,Non-client,0.007,0.0243,0.288065844,2,0.015,0.4989624,2208.19
ENSG00000171487,NLRP5,Client,0.0443,0.0641,0.691107644,9,0.015,0.5113301,4305.32
ENSG00000171587,DSCAM,Non-client,0,0.0194,0,1,0.015,0.4811074,6825.5
ENSG00000144481,TRPM8,Non-client,0.0008,0.0196,0.040816327,12,0.015,0.4906832,15387.3
ENSG00000166143,PPP1R14D,Non-client,0.3367,0.4448,0.756969425,,0.016,0.5102108,1.27539
ENSG00000160994,CCDC105,Non-client,0.0025,0.0138,0.18115942,1,0.016,0.3635577,42.2637
ENSG00000089091,DZANK1,Non-client,0.0048,0.0122,0.393442623,5,0.016,0.6040346,895.945
ENSG00000108830,RND2,Non-client,0,0.0111,0,9,0.016,0.4601907,984.6
ENSG00000100628,ASB2,Client,0.0019,0.0152,0.125,38,0.016,0.3769792,1308.54
ENSG00000221843,C2AH2orf16,Non-client,0.012,0.0062,1.935483871,,0.016,0.6301401,1440.89
ENSG00000173212,MAB21L3,Non-client,0.005,0.0178,0.280898876,9,0.016,0.5018932,1443.54
ENSG00000107018,RLN1,Non-client,0.0209,0.0349,0.598853868,,0.016,0.6183994,1520.14
ENSG00000176571,CNBD1,Non-client,0.0037,0.0064,0.578125,,0.016,0.6924138,1921.25
ENSG00000142677,IL22RA1,Non-client,0.004,0.0149,0.268456376,3,0.016,0.4659258,2205.48
ENSG00000145632,PLK2,Non-client,0.0006,0.0119,0.050420168,46,0.016,0.5763548,2880.83
ENSG00000171735,CAMTA1,Non-client,0.0003,0.0191,0.015706806,1,0.016,0.4510676,4600.42
ENSG00000164309,CMYA5,Client,0.0065,0.0059,1.101694915,9,0.016,0.6934465,5517.05
ENSG00000177174,OR14C36,Non-client,0.017,0.0072,2.361111111,,0.016,0.5410137,5909.67
ENSG00000173264,GPR137,Non-client,0.0009,0.0055,0.163636364,3,0.016,0.4078041,10403.3
ENSG00000133962,CATSPERB,Non-client,0.0058,0.0066,0.878787879,,0.016,0.6874845,12441.7
ENSG00000133105,RXFP2,Non-client,0.0054,0.0039,1.384615385,1,0.016,0.6230175,13854.1
ENSG00000234602,MCIDAS,Non-client,0.0011,0.0171,0.064327485,1,0.017,0.3609931,17.0252
ENSG00000151789,ZNF385D,Non-client,0,0.0031,0,,0.017,0.5676087,271.258
ENSG00000123427,EEF1AKMT3,Non-client,0,0.0113,0,,0.017,0.4410883,807.571
ENSG00000109684,CLNK,Non-client,0.009,0.0116,0.775862069,28,0.017,0.5915997,894.485
ENSG00000188373,C10H10orf99,Non-client,0.205,0.2596,0.789676425,,0.017,0.4957789,1641.96
ENSG00000102053,ZC3H12B,Non-client,0.0011,0.0041,0.268292683,,0.017,0.5551815,2093.19
ENSG00000259823,LYPD8,Non-client,0.0059,0.0154,0.383116883,,0.017,0.5662321,2788.31
ENSG00000170044,ZPLD1,Non-client,0.0043,0.0232,0.185344828,10,0.017,0.5796137,4302.52
ENSG00000183862,CNGA2,Non-client,0.0035,0.0091,0.384615385,,0.017,0.4839638,8432.53
ENSG00000180616,SSTR2,Non-client,0,0.0161,0,5,0.017,0.4522659,9979.75
ENSG00000102891,MT4,Non-client,0.0146,0.0216,0.675925926,,0.018,0.4807982,0
ENSG00000173013,CCDC96,Non-client,0.008,0.0219,0.365296804,1,0.018,0.4096301,47.0014
ENSG00000198393,ZNF26,Non-client,0.0161,0.0402,0.400497512,6,0.018,0.6725429,171.119
ENSG00000230778,ANKRD63,Non-client,0.0023,0.0148,0.155405405,,0.018,0.2938328,373.055
ENSG00000206150,RNASE13,Non-client,0,0.0248,0,11,0.018,0.4997598,854.285
ENSG00000242173,ARHGDIG,Non-client,0.0055,0.0401,0.137157107,11,0.018,0.3700585,1218.95
ENSG00000246922,UBAP1L,Non-client,0.0034,0.0295,0.115254237,,0.018,0.3897672,1228.41
ENSG00000197696,NMB,Non-client,0.0091,0.0235,0.387234043,2,0.018,0.4304735,1358.46
ENSG00000134917,ADAMTS8,Non-client,0.0071,0.0279,0.254480287,,0.018,0.3928154,2354.57
ENSG00000177511,ST8SIA3,Client,0.0013,0.0029,0.448275862,11,0.018,0.5554565,2499.77
ENSG00000128268,MGAT3,Non-client,0.0013,0.0316,0.041139241,1,0.018,0.3292416,2909.55
ENSG00000161594,KLHL10,Client,0.0008,0.0061,0.131147541,33,0.018,0.5422262,3604.88
ENSG00000101958,GLRA2,Non-client,0.001,0.0025,0.4,27,0.018,0.5495906,6056.08
ENSG00000127530,OR7C1,Non-client,0.015,0.0286,0.524475525,1,0.018,0.5315763,8114.08
ENSG00000185156,MFSD6L,Non-client,0.0078,0.0151,0.516556291,,0.018,0.4399412,8804.1
ENSG00000116329,OPRD1,Non-client,0.001,0.034,0.029411765,17,0.018,0.3210829,9980.22
ENSG00000175782,SLC35E3,Client,0.0016,0.0068,0.235294118,1,0.018,0.5488366,10941.8
ENSG00000164175,SLC45A2,Non-client,0.0053,0.0136,0.389705882,13,0.018,0.5141931,11308
ENSG00000155897,ADCY8,Non-client,0.0011,0.0161,0.068322981,2,0.018,0.468732,17264.1
ENSG00000069431,ABCC9,Client,0,0.0074,0,3,0.018,0.630572,23032.2
ENSG00000135436,FAM186B,Non-client,0.0079,0.0108,0.731481482,1,0.019,0.4917135,695.308
ENSG00000185823,NPAP1,Non-client,0.0097,0.0019,5.105263158,,0.019,0.5416662,904.717
ENSG00000124391,IL17C,Non-client,0.0022,0.0308,0.071428571,,0.019,0.369904,921.559
ENSG00000181240,SLC25A41,Client,0.0071,0.0194,0.365979381,84,0.019,0.4229775,930.165
ENSG00000144644,GADL1,Non-client,0.0009,0.0103,0.087378641,,0.019,0.6115837,1407.37
ENSG00000158428,CATIP,Non-client,0.0041,0.0178,0.230337079,11,0.019,0.4111394,1716.67
ENSG00000167612,ANKRD33,Non-client,0.004,0.014,0.285714286,,0.019,0.4545016,1923.72
ENSG00000182218,HHIPL1,Non-client,0.0031,0.016,0.19375,,0.019,0.3311007,2446.33
ENSG00000255561,FDXACB1,Non-client,0.0044,0.0058,0.75862069,5,0.019,0.6143838,4023.47
ENSG00000153283,CD96,Client,0.0114,0.0152,0.75,14,0.019,0.6364539,4444.4
ENSG00000118600,RXYLT1,Non-client,0.0021,0.0052,0.403846154,14,0.019,0.6049129,5035.89
ENSG00000197437,OR13G1,Non-client,0.0094,0.0036,2.611111111,,0.019,0.5521212,9661.95
ENSG00000134489,HRH4,Non-client,0.0062,0.0083,0.746987952,,0.019,0.6584421,10267.6
ENSG00000018280,SLC11A1,Non-client,0.0023,0.0088,0.261363636,,0.019,0.3993289,12295
ENSG00000114656,KIAA1257,Non-client,0.0055,0.0075,0.733333333,,0.02,0.5076773,627.493
ENSG00000118972,FGF23,Non-client,0.0083,0.0136,0.610294118,2,0.02,0.3895494,1061.42
ENSG00000109101,FOXN1,Non-client,0.0084,0.0098,0.857142857,24,0.02,0.4358977,1076.85
ENSG00000158286,RNF207,Client,0.0086,0.0138,0.623188406,4,0.02,0.3896374,1448.78
ENSG00000183354,KIAA2026,Non-client,0.005,0.0106,0.471698113,4,0.02,0.6810789,2145.19
ENSG00000197046,SIGLEC15,Non-client,0.01,0.0401,0.249376559,,0.02,0.2989355,2416.27
ENSG00000154764,WNT7A,Non-client,0,0.0257,0,26,0.02,0.3742294,2514.83
ENSG00000188992,LIPI,Non-client,0.0031,0.0232,0.13362069,,0.02,0.7112575,2715.17
ENSG00000185274,GALNT17,Non-client,0,0.024,0,,0.02,0.4308989,3097.3
ENSG00000139364,TMEM132B,Non-client,0.0039,0.0167,0.233532934,,0.02,0.4948327,4399.86
ENSG00000178226,PRSS36,Non-client,0.0036,0.014,0.257142857,,0.02,0.4023726,4817.09
ENSG00000186329,TMEM212,Non-client,0.0025,0.0169,0.147928994,,0.02,0.6329483,4838.41
ENSG00000113946,CLDN16,Non-client,0.0047,0.011,0.427272727,1,0.02,0.5860482,6142.76
ENSG00000178394,HTR1A,Non-client,0.002,0.008,0.25,6,0.02,0.3860694,7365.27
ENSG00000135519,KCNH3,Non-client,0.0012,0.0118,0.101694915,,0.02,0.3935674,9878.27
ENSG00000138741,TRPC3,Non-client,0.0009,0.012,0.075,8,0.02,0.4898262,12640.3
ENSG00000179532,DNHD1,Non-client,0.0063,0.0106,0.594339623,6,0.02,0.5161653,14916
ENSG00000115616,SLC9A2,Non-client,0.0012,0.007,0.171428571,6,0.02,0.5227803,15629
ENSG00000127249,ATP13A4,Non-client,0.0012,0.0178,0.06741573,,0.02,0.5993032,16158.2
ENSG00000135127,BICDL1,Non-client,0.0007,0.0082,0.085365854,,0.021,0.4540182,454.508
ENSG00000204671,IL31,Non-client,0.0059,0.0346,0.170520231,,0.021,0.5084405,914.776
ENSG00000133874,RNF122,Non-client,0,0.0332,0,9,0.021,0.4779513,1718.12
ENSG00000131969,ABHD12B,Non-client,0.0026,0.0125,0.208,1,0.021,0.5810115,2284.79
ENSG00000174611,KY,Non-client,0.0017,0.0139,0.122302158,,0.021,0.4596719,3540.67
ENSG00000178342,KCNG2,Non-client,0.003,0.0559,0.053667263,1,0.021,0.2735568,6910.9
ENSG00000169488,OR4K15,Non-client,0.0055,0.0159,0.34591195,,0.021,0.585435,11328.6
ENSG00000175809,CBLL2,Non-client,0.0166,0.0204,0.81372549,6,0.022,0.6557951,374.447
ENSG00000099330,OCEL1,Non-client,0.0034,0.005,0.68,3,0.022,0.4051738,450.904
ENSG00000153347,FAM81B,Non-client,0.0062,0.0052,1.192307692,4,0.022,0.6436692,516.431
ENSG00000174453,VWC2L,Non-client,0,0.0165,0,,0.022,0.6263808,527.948
ENSG00000151360,ALLC,Non-client,0.0096,0.0104,0.923076923,1,0.022,0.5478309,764.077
ENSG00000121653,MAPK8IP1,Non-client,0.0012,0.027,0.044444444,35,0.022,0.385243,865.136
ENSG00000072840,EVC,Non-client,0.0064,0.0281,0.227758007,2,0.022,0.4534198,1341.02
ENSG00000100290,BIK,Non-client,0.0082,0.027,0.303703704,13,0.022,0.4255269,1447.53
ENSG00000175318,GRAMD2A,Non-client,0.0368,0.025,1.472,,0.022,0.4960444,1841.98
ENSG00000087338,GMCL1,Client,0.0018,0.0046,0.391304348,99,0.022,0.6240264,2507.55
ENSG00000131650,KREMEN2,Non-client,0.0036,0.0109,0.330275229,,0.022,0.3168982,2554.86
ENSG00000110042,DTX4,Client,0.0014,0.0023,0.608695652,3,0.022,0.4232386,2988.07
ENSG00000175877,TMEM270,Non-client,0.0091,0.0212,0.429245283,,0.022,0.4907708,4827.78
ENSG00000103375,AQP8,Non-client,0.0035,0.0209,0.167464115,,0.022,0.4338555,5170.7
ENSG00000100036,SLC35E4,Non-client,0.0013,0.04,0.0325,,0.022,0.393049,6665.37
ENSG00000158014,SLC30A2,Non-client,0.0012,0.0186,0.064516129,7,0.022,0.4638765,7942.94
ENSG00000105278,ZFR2,Non-client,0.0073,0.0313,0.233226837,2,0.023,0.3757901,319.195
ENSG00000141519,CCDC40,Non-client,0.0102,0.0285,0.357894737,27,0.023,0.4421182,1319.24
ENSG00000215695,DDI2,Non-client,0.0022,0.0207,0.106280193,3,0.023,0.7098855,1443.07
ENSG00000156574,NODAL,Non-client,0.0077,0.0405,0.190123457,1,0.023,0.4323,2107.46
ENSG00000146090,RASGEF1C,Non-client,0.0009,0.0358,0.025139665,4,0.023,0.4282275,2350.57
ENSG00000156968,LOC100612798,Non-client,0.0134,0.007,1.914285714,2,0.023,0.3050594,3205.65
ENSG00000134569,LRP4,Non-client,0.0009,0.0104,0.086538462,25,0.023,0.4634646,5320.42
ENSG00000099337,KCNK6,Non-client,0.0027,0.0101,0.267326733,,0.023,0.352913,7541.11
ENSG00000083457,ITGAE,Non-client,0.0058,0.015,0.386666667,2,0.023,0.4814724,8637.9
ENSG00000185792,NLRP9,Non-client,0.005,0.0103,0.485436893,5,0.023,0.5881945,10871.9
ENSG00000152990,ADGRA3,Non-client,0.0029,0.011,0.263636364,,0.023,0.5776405,12257.4
ENSG00000215217,C5H5orf49,Non-client,0.006,0.0186,0.322580645,,0.024,0.3845509,85.0978
ENSG00000169594,BNC1,Non-client,0.0014,0.005,0.28,1,0.024,0.5217418,340.833
ENSG00000147896,IFNK,Non-client,0.0067,0.0235,0.285106383,,0.024,0.5900559,1128.26
ENSG00000175564,UCP3,Non-client,0.0027,0.0465,0.058064516,3,0.024,0.4454701,1348.99
ENSG00000188784,PLA2G2E,Non-client,0.0105,0.0332,0.31626506,,0.024,0.4150194,1437.44
ENSG00000137691,CFAP300,Client,0.1762,0.2495,0.706212425,8,0.024,0.6563467,1627.34
ENSG00000174990,CA5A,Non-client,0.2261,0.3366,0.671717172,4,0.024,0.5040961,2398.54
ENSG00000184544,DHRS7C,Non-client,0,0.0225,0,,0.024,0.456339,2824.39
ENSG00000188000,OR7D2,Non-client,0.0072,0.0171,0.421052632,,0.024,0.4798347,7470.23
ENSG00000236981,OR10G9,Non-client,0.0128,0.0227,0.563876652,,0.024,0.4715486,7708.89
ENSG00000258817,OR4C13,Non-client,0.0194,0.0135,1.437037037,,0.024,0.5834385,8278.28
ENSG00000080031,PTPRH,Non-client,0.0211,0.0329,0.641337386,22,0.024,0.4805939,8513.4
ENSG00000197241,SLC2A7,Non-client,0.0901,0.1421,0.634060521,,0.024,0.4183353,11600.3
ENSG00000183401,CCDC159,Non-client,0.0136,0.0131,1.038167939,1,0.025,0.4619535,389.355
ENSG00000236446,CT47B1,Non-client,0.0232,0.03,0.773333333,,0.025,0.4018487,851.831
ENSG00000175874,CREG2,Non-client,0.0575,0.104,0.552884615,,0.025,0.3417214,1395.37
ENSG00000103184,SEC14L5,Non-client,0.0024,0.0253,0.09486166,,0.025,0.3897301,1708.96
ENSG00000169194,IL13,Non-client,0.0068,0.0101,0.673267327,,0.025,0.4673167,1810.28
ENSG00000162878,PKDCC,Non-client,0.0026,0.01,0.26,1,0.025,0.3504679,2077.74
ENSG00000147912,FBXO10,Client,0.0009,0.01,0.09,7,0.025,0.4460326,2755.55
ENSG00000189233,NUGGC,Non-client,0.0052,0.0155,0.335483871,,0.025,0.5261363,3327.88
ENSG00000116032,GRIN3B,Non-client,0.0062,0.0436,0.142201835,2,0.025,0.3142619,6909.73
ENSG00000171496,OR1L8,Non-client,0.0212,0.0199,1.065326633,,0.025,0.5126098,7522.87
ENSG00000156486,KCNS2,Non-client,0.0009,0.0284,0.031690141,1,0.025,0.4109549,7620.39
ENSG00000117501,MROH9,Non-client,0.012,0.0086,1.395348837,,0.025,0.6334245,8589.27
ENSG00000174326,SLC16A11,Non-client,0.0085,0.0198,0.429292929,4,0.025,0.3771731,10527.6
ENSG00000164393,ADGRF2,Non-client,0.0078,0.0047,1.659574468,,0.025,0.6059656,10957.6
ENSG00000179397,CATSPERE,Non-client,0.0352,0.0336,1.047619048,,0.025,0.7000226,12355.3
ENSG00000134438,RAX,Non-client,0.0012,0.0406,0.02955665,1,0.026,0.2696398,96.2684
ENSG00000172538,FAM170B,Non-client,0.01,0.0349,0.286532951,,0.026,0.4170745,471.039
ENSG00000179240,GVQW3,Non-client,0.0034,0.0115,0.295652174,,0.026,0.5778347,786.558
ENSG00000142149,HUNK,Non-client,0.0012,0.0292,0.04109589,3,0.026,0.4324506,1112.24
ENSG00000185652,NTF3,Non-client,0.0052,0.0318,0.163522013,9,0.026,0.4489358,1728.4
ENSG00000167104,BPIFB6,Non-client,0.0132,0.0226,0.584070797,,0.026,0.4785089,2090.83
ENSG00000132329,RAMP1,Non-client,0.0079,0.0168,0.470238095,3,0.026,0.3447775,2143.77
ENSG00000140506,LMAN1L,Non-client,0.0154,0.0249,0.618473896,,0.026,0.4536984,3071.12
