proteinID_x,proteinID_y,%_identity,%_similarity,%_gaps,software
G5AQW0,Q9D952,76.7,85.2,6.1,matcher
G5B810,Q8BQZ4,95.0,96.9,2.3,matcher
G5AL89,A8C756,76.5,85.0,4.7,matcher
G5AZT5,P97393,95.0,96.3,0.1,matcher
G5CB46,O88783,66.3,76.6,6.1,matcher
G5BCX1,Q99M80,97.8,98.6,0.8,matcher
G5BAI2,Q9QY81,79.4,86.8,5.1,matcher
G5BRV1,Q8CJ40,75.9,83.0,5.0,matcher
G5C202,Q8JZZ7,94.4,96.6,0.9,matcher
G5AQD4,Q8R420,85.1,91.1,4.4,matcher
G5AXG8,Q8BG87,85.9,89.0,5.6,matcher
G5B381,Q80Y84,94.2,96.7,0.0,matcher
G5C4J0,P11087,89.7,93.1,1.4,matcher
G5B3X9,Q8CG19,91.1,95.5,0.2,matcher
G5APA1,B1AUH1,94.8,97.0,0.0,matcher
G5ALQ3,Q7TNC6,80.8,84.4,7.9,matcher
G5C6E0,A2A791,93.0,96.5,0.6,matcher
G5AL24,P20357,79.4,86.4,1.8,matcher
G5BNQ3,B2RUS7,90.9,92.7,4.1,matcher
G5BQ75,Q6ZPF3,83.4,89.1,2.9,matcher
G5BYV2,P97445,82.5,84.7,8.7,matcher
G5BM39,O70481,89.1,93.7,2.6,matcher
G5AU00,Q3UH60,98.0,99.2,0.1,matcher
G5BZS3,Q8CFQ3,94.9,97.1,0.3,matcher
G5C720,F8VPN4,86.7,91.1,6.1,matcher
G5BE96,Q8CHC4,89.4,92.7,1.0,matcher
G5BHF4,Q9QXL2,89.3,92.9,2.9,matcher
G5BUA2,Q8BLX7,82.0,87.2,4.7,matcher
G5BGQ6,Q3LAC4,89.9,93.6,3.5,matcher
G5AX45,Q60592,86.5,90.7,0.6,matcher
G5C1E4,E9Q784,81.6,88.0,5.9,matcher
G5BX59,Q56A10,91.8,95.0,0.3,matcher
G5C5S6,Q9EPU4,97.2,98.5,0.1,matcher
G5BAY8,P41230,89.6,90.9,5.0,matcher
G5BM49,P70399,74.5,81.4,6.5,matcher
G5AWE5,Q80U72,87.9,90.5,2.5,matcher
G5BGR4,Q61026,93.8,97.1,0.1,matcher
G5C7V1,Q8BWT5,94.3,97.1,0.2,matcher
G5B8S2,Q6URW6,80.5,85.0,10.2,matcher
G5B6P2,E9Q7X7,89.4,90.4,7.7,matcher
G5C1M3,O08999,78.7,84.3,3.0,matcher
G5BLY0,Q9QZ05,87.4,93.0,2.0,matcher
G5BLA0,Q04592,67.2,74.2,13.3,matcher
G5C056,P28828,94.9,97.3,0.1,matcher
G5AT56,Q80U93,70.4,77.7,6.6,matcher
G5BRJ8,E9Q9R9,76.9,80.8,14.2,matcher
G5B9V9,Q8K4P0,95.9,97.7,0.7,matcher
G5BNJ9,Q6WKZ8,78.5,83.3,12.1,matcher
G5C7V2,P48725,59.6,70.0,10.5,matcher
G5B7X6,P97929,50.0,63.3,11.3,matcher
G5B5B3,Q5NCX5,91.7,93.6,3.7,matcher
G5BA99,B2RR83,95.6,97.2,0.8,matcher
G5AV45,Q8K4P8,85.9,90.8,2.3,matcher
G5BW57,P35822,94.9,96.5,0.8,matcher
G5BN41,Q8C196,93.3,96.2,1.3,matcher
G5AK40,Q9WV30,90.2,93.6,1.9,matcher
G5B2J8,A6H8H2,73.3,78.3,9.3,matcher
G5B9K9,Q8CGN4,82.6,87.6,1.4,matcher
G5ARB2,Q9DB00,67.3,75.4,6.5,matcher
G5BAB5,Q80XP9,79.3,85.2,2.6,matcher
G5B9K3,A2ABV5,96.5,98.5,0.1,matcher
G5C895,Q68FD5,85.3,85.4,14.6,matcher
G5CAX9,Q62234,83.0,88.3,5.2,matcher
G5BZU2,Q99NG0,95.8,97.3,0.1,matcher
G5BRW7,Q14AX6,90.7,94.2,0.6,matcher
G5B2R8,Q5S003,68.8,79.0,6.9,matcher
G5B7Y0,Q4VA53,94.9,96.0,1.9,matcher
G5B0A9,Q6P2L6,90.8,94.5,0.3,matcher
G5C3I8,P31695,71.3,77.3,6.7,matcher
G5BRR9,A2A7B5,80.9,86.6,1.5,matcher
G5B2Q6,A2AQH4,77.3,81.0,11.5,matcher
G5B5V6,Q6PDI5,91.5,94.1,3.9,matcher
G5C0B3,Q80TR4,90.9,93.7,1.7,matcher
G5ALP6,Q8CJF7,69.3,79.8,2.1,matcher
G5BDK7,Q64449,91.1,94.7,0.1,matcher
G5B9E2,Q06194,66.0,75.8,6.7,matcher
G5AZI4,G5E869,83.8,87.9,1.2,matcher
G5BGC0,Q8CFW7,84.4,90.4,1.3,matcher
G5C390,P70365,92.2,96.3,0.3,matcher
G5BRJ9,B2RXC6,97.3,99.1,0.1,matcher
G5B462,Q9WVB4,90.5,93.3,4.2,matcher
G5B3Q6,B9EJA2,83.0,89.1,0.9,matcher
G5BX92,Q5XJV7,91.1,94.2,1.6,matcher
G5B358,Q9JLI2,74.0,79.6,8.7,matcher
G5AVY3,A2AQ25,76.3,83.0,2.5,matcher
G5BG74,Q9Z277,90.4,94.6,0.7,matcher
G5BTA6,Q6PB44,80.6,83.8,6.2,matcher
G5C003,Q60767,76.8,86.9,0.2,matcher
G5AKL1,Q3V0B4,74.3,84.0,0.9,matcher
G5BL06,Q80U22,86.2,90.2,0.7,matcher
G5BJ54,Q8K4Q0,98.2,99.2,0.1,matcher
G5BQL1,Q8C0T5,91.6,93.8,4.2,matcher
G5B6H9,Q2TV84,83.9,88.6,3.7,matcher
G5AP58,Q684R7,73.2,82.1,5.3,matcher
G5AJR5,Q5HZJ0,89.0,91.5,6.9,matcher
G5C4X2,Q80XI3,84.2,89.9,0.4,matcher
G5ARM1,Q80YE7,86.7,89.1,8.9,matcher
G5AVB6,Q0KK55,77.7,82.6,3.3,matcher
G5AQT1,Q8CGC7,86.6,92.0,0.1,matcher
G5B8L9,Q8BZH4,92.9,95.6,0.3,matcher
G5BV13,Q3UQ28,91.6,95.2,0.1,matcher
G5BSS8,Q80Z38,89.6,92.8,1.2,matcher
G5AXS5,P06684,78.7,88.7,1.8,matcher
G5C0N5,P01027,79.7,89.4,2.3,matcher
G5BTB2,Q0P5W1,93.2,96.2,0.1,matcher
G5C9X5,E9PX29,78.6,80.8,13.0,matcher
G5C242,Q80TS5,98.1,99.1,0.1,matcher
G5C103,Q8BQM9,92.3,94.3,0.9,matcher
G5CA65,Q62245,96.6,98.1,1.2,matcher
G5BCQ0,Q01097,96.4,97.4,1.1,matcher
G5C305,E9PWG2,91.2,95.1,0.2,matcher
G5AN94,A0A338P6K9,79.6,87.2,0.9,matcher
G5BT58,P83510,96.1,96.7,2.9,matcher
G5BKB2,Q6A051,96.1,98.9,0.0,matcher
G5B6H5,Q61115,94.3,95.8,1.3,matcher
G5BU34,F8VPK0,84.3,91.6,0.1,matcher
G5B6S4,Q69ZJ7,91.0,94.8,0.0,matcher
G5AR88,F8VQ29,82.8,89.8,0.6,matcher
G5AM65,Q8VD65,95.6,97.6,0.0,matcher
G5CBH4,Q61527,97.3,99.0,0.2,matcher
G5B4U1,Q9WU60,93.6,96.8,0.3,matcher
G5ANK8,Q01149,89.4,93.0,0.9,matcher
G5AVY4,Q6DFV3,71.4,77.5,12.0,matcher
G5BNM2,Q99PP2,68.3,76.7,6.9,matcher
G5AX78,Q01320,86.6,91.5,3.1,matcher
G5BTS2,P70335,96.2,98.7,0.0,matcher
G5BCU3,P61406,90.8,95.4,0.2,matcher
G5C3Y1,Q8BQ48,58.9,71.7,5.0,matcher
G5BDT7,F7BE84,93.5,96.9,0.1,matcher
G5BTT4,Q99P88,93.1,96.5,0.2,matcher
G5BI75,Q80WC3,70.3,74.0,15.9,matcher
G5CAJ3,Q6NS46,72.4,81.2,6.5,matcher
G5C0D8,E9PZ19,91.4,92.4,5.3,matcher
G5BDS3,Q5DTZ0,73.9,80.9,4.7,matcher
G5BIA8,Q61137,97.5,99.3,0.0,matcher
G5C327,Q6P5E4,85.5,90.0,5.4,matcher
G5B551,Q68FD9,72.0,79.7,2.8,matcher
G5AYN3,Q8BZ05,78.5,84.0,6.1,matcher
G5C5T5,E0CZ22,79.0,87.0,2.4,matcher
G5AV65,Q6PFX9,96.4,97.1,0.7,matcher
G5BA92,E9Q774,72.7,81.5,2.3,matcher
G5BVQ1,O89001,92.0,95.4,0.4,matcher
G5BFW0,Q3UPH7,84.9,89.5,1.0,matcher
G5B7J0,P15208,92.2,95.8,1.3,matcher
G5BUM4,Q8R4Y4,75.4,82.3,6.4,matcher
G5B3J2,Q5DTT3,59.3,73.4,3.6,matcher
G5C3U3,Q6A026,97.2,98.3,0.4,matcher
G5C677,Q3UJB9,92.5,94.5,2.0,matcher
G5BUZ7,Q80ZF8,97.8,99.1,0.0,matcher
G5AM39,Q6A065,87.9,91.2,2.3,matcher
G5B2F6,Q4ACU6,89.6,90.8,5.4,matcher
G5ARR9,Q8BYI9,91.9,96.1,0.1,matcher
G5BM19,Q6NS57,85.2,90.6,0.9,matcher
G5BW40,Q920R0,82.1,86.8,7.6,matcher
G5C9D2,E9Q1F5,70.9,79.0,13.9,matcher
G5B830,E1U8D0,90.6,94.7,0.4,matcher
G5BCY6,Q80UV9,71.7,75.5,19.3,matcher
G5C2Z8,Q4KWH5,77.0,81.8,9.0,matcher
G5BUM3,Q80TM9,83.2,87.6,4.8,matcher
G5B2B0,Q9QXX0,94.9,97.2,0.0,matcher
G5C2P2,Q9CPW0,92.6,96.0,0.5,matcher
G5BHM3,Q6PDH0,92.0,94.7,1.4,matcher
G5BG11,Q91YD4,82.6,87.6,3.6,matcher
G5C0I7,P51830,93.3,95.9,0.0,matcher
G5AYM2,Q14BI5,78.2,84.9,8.6,matcher
G5BVV5,P23116,92.0,94.6,3.5,matcher
G5BKE2,O70546,92.4,94.5,1.2,matcher
G5BHX6,A2ABU4,84.1,91.8,1.4,matcher
G5BNL3,Q8VE73,75.2,84.4,2.2,matcher
G5B6N6,Q80UW5,81.8,86.0,4.4,matcher
G5BY69,Q9ESN9,91.7,94.0,2.6,matcher
G5BWA2,Q9JM52,89.8,90.9,7.9,matcher
G5C3H6,P01029,73.4,84.7,0.9,matcher
G5C1M0,Q9R0I7,93.5,96.5,1.3,matcher
G5AQC3,Q8CHG7,89.0,91.3,4.2,matcher
G5B2I2,G5E8P0,74.5,80.1,4.6,matcher
G5B2K6,Q8BLI0,66.2,71.3,19.3,matcher
G5BAT0,Q3UH06,73.3,79.9,6.3,matcher
G5B6C2,A2AHC3,76.8,81.6,8.2,matcher
G5C2X6,P97793,86.7,91.0,1.4,matcher
G5BMN4,A0A0G2JG52,74.1,82.0,3.0,matcher
G5AL88,Q8C115,83.7,90.1,1.3,matcher
G5BGA7,Q68FM7,80.5,86.4,3.8,matcher
G5BNB4,Q7TSH8,90.5,92.9,5.0,matcher
G5C828,Q80TS3,95.4,96.7,1.7,matcher
G5BZU1,Q80TR8,82.7,83.4,16.1,matcher
G5AZD9,Q8BYR5,96.2,97.9,0.7,matcher
G5AZ48,P02463,78.6,83.1,5.9,matcher
G5BA44,Q6ZPY7,82.5,85.1,11.9,matcher
G5AS67,Q4LDD4,84.8,88.9,4.5,matcher
G5BB89,Q61526,89.9,93.5,0.5,matcher
G5BNT4,Q5DTT1,82.7,89.4,1.0,matcher
G5ARC8,P16056,88.0,93.6,1.5,matcher
G5BY73,E9PY46,83.9,92.3,0.4,matcher
G5BUX2,Q6PAL8,97.5,98.6,0.1,matcher
G5BZV4,Q3UJD6,90.3,93.0,1.0,matcher
G5B6V6,Q6PAR5,86.9,88.7,10.4,matcher
G5C515,A3KFU9,89.3,92.0,2.8,matcher
G5B595,P70336,94.5,97.7,0.3,matcher
G5C755,Q76LL6,86.5,91.0,1.2,matcher
G5BJR7,Q6KAS7,97.4,98.6,0.1,matcher
G5AXH9,O88196,64.1,74.9,6.7,matcher
G5BLM6,Q02384,94.3,97.0,0.7,matcher
G5AVG7,Q5FWI3,86.4,93.0,0.1,matcher
G5AU77,P53349,91.0,94.3,0.7,matcher
G5BL73,Q9Z180,89.9,94.6,0.4,matcher
G5C379,E9Q166,89.7,93.1,0.4,matcher
G5BEY8,Q8BI06,85.2,91.3,3.8,matcher
G5B2Q4,F8VPJ6,87.8,91.6,3.1,matcher
G5C011,Q80TH2,87.3,92.1,1.2,matcher
G5C3R6,Q8VDJ3,96.5,98.5,0.2,matcher
G5BEM1,B1AWN4,82.5,89.2,0.9,matcher
G5BTE6,Q9R1X5,91.1,93.4,0.7,matcher
G5CA04,O54991,85.9,89.3,6.0,matcher
G5BX89,B2RRD7,97.0,97.9,1.1,matcher
G5AT53,Q7TPM1,89.3,92.2,1.2,matcher
G5B6V0,Q61602,85.1,89.4,0.8,matcher
G5BWN9,Q8CJ19,78.7,82.2,12.0,matcher
G5BIH5,Q8CGB6,85.2,87.9,5.0,matcher
G5BAY7,Q9CU62,99.7,99.9,0.0,matcher
G5BC48,O35638,98.9,99.4,0.0,matcher
G5AQ12,Q6PCM1,90.2,94.4,0.8,matcher
G5AYP1,Q8VI47,79.7,89.2,0.1,matcher
G5C253,Q9ER74,91.0,94.4,1.0,matcher
G5C5G8,E9PYF4,75.6,83.1,5.7,matcher
G5BFE0,Q61830,80.4,89.7,0.4,matcher
G5C6X0,Q6PGC1,89.9,95.0,0.5,matcher
G5AXB2,P53564,91.1,93.9,2.2,matcher
G5ALU8,Q6NS59,82.0,89.1,1.0,matcher
G5C5U2,Q8K010,92.9,96.1,0.0,matcher
G5BF68,A2AQ92,78.1,83.8,7.7,matcher
G5AN87,Q6DIB5,93.8,96.7,0.0,matcher
G5C8Z6,Q9WUF3,66.4,77.8,1.3,matcher
G5BNU2,Q8BXA7,91.5,95.2,0.2,matcher
G5B5F2,O35973,91.7,92.9,1.2,matcher
G5C3V1,Q3UGF1,87.7,94.6,0.4,matcher
G5BF97,Q64511,80.6,81.7,17.2,matcher
G5BTE9,Q3TUF7,86.5,91.6,0.6,matcher
G5BY43,Q6P9K8,85.0,88.0,4.1,matcher
G5BLT0,Q9R0G7,96.3,98.0,0.0,matcher
G5B1C2,Q6A009,73.9,81.4,11.8,matcher
G5CB89,Q8CHG3,74.9,85.6,3.3,matcher
G5B344,P13864,73.6,82.8,3.3,matcher
G5AX33,P21271,88.1,93.3,2.8,matcher
G5BCT5,Q5SW19,92.1,93.7,4.2,matcher
G5BIU3,Q8BRT1,94.1,95.7,1.9,matcher
G5AZH3,Q7TMB8,95.3,96.1,3.6,matcher
G5BBX1,Q80TJ1,97.7,98.2,1.5,matcher
G5CAG7,Q6NZN1,74.0,80.3,2.6,matcher
G5B5U8,Q80X98,96.1,97.6,1.1,matcher
G5BL69,Q7TPQ3,78.0,82.7,8.9,matcher
G5BZX0,Q5XPI3,92.0,95.5,1.0,matcher
G5BGB3,Q6ZQ38,99.2,99.7,0.0,matcher
G5AUR4,A0A2I3BQG2,67.4,75.2,4.6,matcher
G5C0V2,Q6EDY6,88.3,92.9,0.5,matcher
G5AWI9,Q80U49,72.3,77.5,8.5,matcher
G5BCD1,Q148W0,93.8,96.9,0.5,matcher
G5C7G9,Q8BL06,75.8,81.3,5.3,matcher
G5B1A6,Q99MV7,72.0,81.4,5.9,matcher
G5C9Y8,F8VPN2,51.6,66.8,6.1,matcher
G5AMI8,P97433,74.8,82.6,5.1,matcher
G5AY05,Q8BX17,78.8,85.3,3.0,matcher
G5BI42,Q3UG20,84.2,89.9,1.6,matcher
G5BG04,Q5DW34,90.6,93.7,0.9,matcher
G5ALV9,Q6PIJ4,92.0,95.0,1.1,matcher
G5BSA0,O35954,93.2,96.0,0.1,matcher
G5B9M8,Q64514,88.3,90.5,8.0,matcher
G5B4X0,Q0VF55,97.3,98.2,0.4,matcher
G5C1J8,Q9CS84,98.6,98.9,1.0,matcher
G5ATM7,Q69ZR9,78.8,86.2,3.6,matcher
G5B2S4,Q9D2G5,82.3,87.3,4.3,matcher
G5AJY0,O88974,88.6,92.3,2.6,matcher
G5BL40,Q8K083,88.6,93.2,0.2,matcher
G5B5F7,Q5SUR0,87.6,92.2,0.1,matcher
G5AUJ3,P33609,84.9,90.0,3.7,matcher
G5AWQ8,Q922J3,85.3,91.2,3.3,matcher
G5BNS3,Q69ZK0,87.4,91.4,1.6,matcher
G5BWN4,E9Q2Z1,80.2,86.2,1.0,matcher
G5CA68,Q6P5D3,85.4,92.2,0.4,matcher
G5BM62,P35441,93.4,97.3,0.1,matcher
G5BB84,Q6PDG5,96.4,98.1,0.0,matcher
G5APN0,A6H5Y3,92.6,96.0,0.7,matcher
G5C0H7,Q571C7,55.4,68.5,4.2,matcher
G5BX71,Q9R0K7,95.3,96.1,3.6,matcher
G5BT73,Q6NWW9,92.6,96.4,0.0,matcher
G5AQN9,Q8CDG3,94.8,96.6,0.8,matcher
G5B3E3,A2AHJ4,91.3,96.1,0.2,matcher
G5C1A9,O35099,96.2,97.7,0.7,matcher
G5BMK1,Q3U3D7,75.8,85.0,1.5,matcher
G5AKC3,A2CG63,88.8,94.7,0.5,matcher
G5B009,Q8BL66,85.8,92.5,0.1,matcher
G5C1Q0,Q921M3,94.1,94.6,4.8,matcher
G5BIB3,E9PW37,95.3,97.5,1.2,matcher
G5B161,E9Q4X2,77.8,87.8,0.5,matcher
G5BQ77,Q6DID3,91.0,94.9,0.2,matcher
G5ATD2,Q9EQJ9,85.4,90.7,1.5,matcher
G5BKR4,Q7TNH6,88.2,93.4,0.3,matcher
G5C8I1,P14404,92.3,95.2,0.2,matcher
G5AKI4,P16283,93.4,94.9,2.2,matcher
G5BN88,A2A4P0,94.0,95.7,1.8,matcher
G5AKS9,Q9Z0J4,92.5,94.6,3.0,matcher
G5BUX8,Q64446,83.5,90.5,1.1,matcher
G5BSB7,P59997,97.0,98.7,0.1,matcher
G5ASX0,Q6Y7W8,89.7,91.3,5.6,matcher
G5C4T4,Q80TE7,89.7,92.3,3.7,matcher
G5B6X6,P0C090,96.0,97.9,0.2,matcher
G5AVK6,Q8K2X1,83.2,89.6,0.6,matcher
G5B7I4,Q3TRM4,81.9,83.3,13.2,matcher
G5C967,Q6GQV7,93.3,96.8,0.0,matcher
G5BRE9,P97798,85.3,87.7,9.7,matcher
G5AM89,P18826,93.1,96.3,0.1,matcher
G5B165,E9Q236,87.2,93.7,0.0,matcher
G5BAF5,P60469,96.3,97.2,1.3,matcher
G5CA95,Q8BQ33,65.7,75.3,2.5,matcher
G5C0U3,Q9QZC2,89.3,93.1,0.8,matcher
G5BAL5,Q7TT36,92.3,95.5,1.4,matcher
G5C7A3,P35917,83.5,89.5,2.5,matcher
G5BPB6,Q9Z0W3,80.0,86.7,7.0,matcher
G5BVM6,Q4QY64,68.1,79.6,3.2,matcher
G5BY01,E9Q271,86.2,92.2,1.2,matcher
G5BZM9,A2AWP8,90.2,93.3,0.9,matcher
G5C3G9,Q9Z148,92.7,95.0,1.8,matcher
G5AMS6,P70313,92.9,95.6,0.3,matcher
G5C0A6,Q6P5B0,89.6,95.0,0.5,matcher
G5BE44,O70133,84.2,89.3,1.2,matcher
G5BC52,O08648,78.0,81.4,12.8,matcher
G5AL56,Q64331,89.7,92.3,2.7,matcher
G5BNF9,P61407,61.8,74.9,2.6,matcher
G5B3Q7,P26361,79.6,89.2,0.7,matcher
G5B5W7,Q61543,95.3,96.0,1.3,matcher
G5BB76,Q8BGF7,95.1,96.9,1.6,matcher
G5BJ34,Q811B3,78.9,85.2,4.0,matcher
G5BYC8,Q6NV66,66.8,74.8,5.9,matcher
G5C3E7,Q7TSC1,77.3,80.3,10.9,matcher
G5BFM5,P35918,85.3,90.6,1.3,matcher
G5B4U3,Q62230,70.1,80.5,0.5,matcher
G5BEM0,Q8BMB0,89.4,91.2,6.5,matcher
G5BNL9,Q6PCN3,87.4,89.6,2.0,matcher
G5BLU0,Q3UYK3,94.3,96.2,0.6,matcher
G5AW71,E9PWW9,81.3,87.4,0.8,matcher
G5C4L2,Q58A65,85.7,88.2,4.3,matcher
G5AT58,Q9R0B6,71.9,81.0,1.4,matcher
G5BW27,Q9JLM4,95.5,97.4,0.9,matcher
G5B5E0,Q5NCY0,80.7,82.5,12.2,matcher
G5C8L1,E9Q5I3,64.2,74.7,5.1,matcher
G5B6K5,Q61810,87.7,90.3,4.2,matcher
G5BQB1,Q6ZQF0,75.4,85.2,0.9,matcher
G5ARL8,Q5BLK4,77.3,85.2,2.7,matcher
G5BYN4,Q6ZQ29,91.4,94.1,1.3,matcher
G5ANB4,P54276,83.5,90.3,0.8,matcher
G5B7Z1,Q5DTJ9,85.9,91.2,1.3,matcher
G5BE10,Q99P47,86.5,92.7,0.1,matcher
G5BMX6,Q9JJ28,91.6,93.8,1.0,matcher
G5ATR6,A2ASQ1,67.2,73.4,11.6,matcher
G5BV11,Q3UES3,96.7,98.4,0.0,matcher
G5BVP5,Q5SW75,82.5,88.5,1.1,matcher
G5AN53,E9Q8V6,80.5,84.4,8.4,matcher
G5BEC0,Q3UHD9,94.7,96.1,0.3,matcher
G5C028,E9Q3L2,94.7,97.0,1.4,matcher
G5B5R8,Q8K1X1,91.7,94.7,1.6,matcher
G5BLL9,A2RSQ0,94.3,96.7,0.0,matcher
G5BLP9,Q9WTL4,85.2,89.3,2.8,matcher
G5BSS6,B2RXQ2,90.9,92.5,5.8,matcher
G5C8F6,Q80T03,51.7,63.7,7.3,matcher
G5BEH8,A2AFR3,89.7,93.9,0.2,matcher
G5CA96,B7ZNG0,85.9,90.2,1.3,matcher
G5C459,P59470,98.9,99.5,0.0,matcher
G5C7R0,Q03350,90.2,94.2,0.0,matcher
G5B7Q0,A2A5K6,84.1,88.2,2.4,matcher
G5BHE6,Q8K389,66.7,77.5,6.0,matcher
G5C1D7,A2AKB4,75.7,82.1,1.9,matcher
G5BFG7,Q62018,96.1,97.9,0.9,matcher
G5ALZ3,B1AVK5,70.9,76.1,9.6,matcher
G5C188,Q3TDN0,75.3,82.9,2.2,matcher
G5AXT4,E9Q3G8,78.2,85.4,3.2,matcher
G5AYP2,Q6TXD4,73.1,80.6,4.1,matcher
G5C058,Q3UHU5,72.6,81.6,2.2,matcher
G5BDT3,Q8BWJ3,91.3,95.2,0.3,matcher
G5BAR7,Q91UZ1,97.1,98.4,0.3,matcher
G5C9F6,Q6NSW3,70.9,79.6,2.2,matcher
G5AS20,P70704,97.6,99.2,0.1,matcher
G5BDK0,P09470,86.4,94.4,0.4,matcher
G5BIM7,Q5SSZ5,77.8,84.8,1.3,matcher
G5BW94,Q80Y50,90.3,92.3,1.6,matcher
G5BNM3,Q8R4P9,78.5,85.1,5.4,matcher
G5APR6,Q920I9,94.2,96.5,0.2,matcher
G5C7T8,Q8BY87,95.2,98.4,0.1,matcher
G5AND4,Q8K400,96.1,98.3,0.0,matcher
G5ANV4,P55937,83.8,90.9,1.6,matcher
G5AN49,Q9EPE9,93.9,96.3,0.2,matcher
G5BGU6,A2A484,90.1,93.4,1.8,matcher
G5C9E7,P35569,88.7,91.6,1.7,matcher
G5AQ52,Q8C0T9,70.9,83.6,1.0,matcher
G5AP07,Q62255,84.3,87.3,4.1,matcher
G5B4Q6,P97490,97.3,98.8,0.0,matcher
G5BTQ9,O35604,84.2,92.6,0.0,matcher
G5BWG2,P35436,96.4,98.8,0.0,matcher
G5B546,Q9WVQ1,93.9,96.1,2.0,matcher
G5BCH4,Q8CGI1,87.7,91.5,2.1,matcher
G5BYI1,Q6ZPR6,82.9,90.2,2.3,matcher
G5AQ94,E9PXF0,96.3,97.0,1.4,matcher
G5ASI7,E9QA22,82.7,88.7,3.4,matcher
G5B1R9,Q8BHZ4,85.8,90.3,0.6,matcher
G5BTG2,Q99PU8,95.9,98.2,0.3,matcher
G5BSN4,Q6PDJ1,85.9,88.3,7.8,matcher
G5C984,A0A0A6YY83,88.6,89.4,9.7,matcher
G5BKV2,Q9ESJ0,96.6,97.4,1.5,matcher
G5B202,Q0V8T9,84.3,91.8,0.5,matcher
G5C6R8,E9Q7P1,64.3,69.4,6.7,matcher
G5C9N1,Q62077,90.4,91.5,7.2,matcher
G5C7X8,Q80TI1,82.0,87.6,1.0,matcher
G5ALN3,Q3UPL0,88.6,93.5,0.2,matcher
G5B4Y4,Q62120,95.6,98.5,0.0,matcher
G5AU43,Q01341,94.5,96.5,0.2,matcher
G5AP08,P98195,95.9,98.1,0.2,matcher
G5BAR9,Q9Z1B3,96.9,98.3,0.0,matcher
G5AQ82,Q8CG47,87.3,93.2,0.4,matcher
G5B3Z0,Q00519,79.5,86.7,5.3,matcher
G5BKC1,Q9CW03,95.2,95.4,4.5,matcher
G5BLY7,Q8CIP5,79.7,88.3,0.6,matcher
G5C6T7,Q8CGB3,80.1,90.3,1.0,matcher
G5AYG6,Q3U1J4,97.3,98.2,0.3,matcher
G5BH13,Q8CHE4,91.1,94.3,2.6,matcher
G5C464,Q3UMB9,95.0,98.6,0.0,matcher
G5AK15,Q6GQT9,93.2,97.6,0.0,matcher
G5ALV8,Q3UTQ7,88.8,90.9,4.2,matcher
G5B3B5,L0N7N1,69.7,79.7,5.0,matcher
G5BJU1,Q91XS1,89.1,92.4,0.6,matcher
G5CAP6,Q8K2Z4,80.0,87.2,2.8,matcher
G5B625,Q6PAJ1,94.2,96.1,0.3,matcher
G5BJF7,Q3U3C9,88.1,92.1,1.9,matcher
G5B3Z1,O54827,78.9,84.7,5.1,matcher
G5BF28,Q3TYD6,76.6,82.7,2.7,matcher
G5B2J4,E9PZ26,94.7,97.1,0.1,matcher
G5AUD0,Q8CAF4,70.5,77.3,6.6,matcher
G5BAR3,G3UVV3,70.2,80.3,1.9,matcher
G5B2E4,P70211,96.6,98.6,0.0,matcher
G5BCN4,Q148V7,91.5,94.2,2.3,matcher
G5B4L2,P58459,84.8,86.3,10.0,matcher
G5C8V8,P97820,85.3,86.5,11.6,matcher
G5BFF8,Q9ESC8,92.8,95.8,0.3,matcher
G5CAK1,Q07563,76.3,83.5,6.5,matcher
G5BE14,Q4VC17,87.6,92.5,0.3,matcher
G5BV78,E9Q6Y8,90.8,94.2,0.7,matcher
G5AN61,Q66K08,88.1,93.4,0.0,matcher
G5B1E4,Q8K1N2,87.5,93.0,0.9,matcher
G5BK12,Q3U3T8,73.0,80.0,6.9,matcher
G5BNU5,P59509,86.1,90.7,1.6,matcher
G5AU12,Q6GQX2,80.5,84.1,5.9,matcher
G5AQS9,Q8BMG7,78.6,85.8,5.9,matcher
G5C3U2,F8VQG7,69.2,77.5,2.4,matcher
G5C398,G3X9M3,85.2,89.6,3.6,matcher
G5BKJ1,A0A2R8VKG2,86.7,90.8,3.2,matcher
G5AJV1,Q924Z6,97.3,98.5,0.0,matcher
G5BDV6,Q0VBN2,88.2,94.4,0.4,matcher
G5BRK0,Q6P1E1,95.1,96.2,3.0,matcher
G5BYG7,Q80TF3,94.6,96.5,0.0,matcher
G5AWC9,E9Q634,96.7,98.1,0.1,matcher
G5APV9,Q8K296,88.0,91.8,1.6,matcher
G5B692,Q8CHB8,86.1,90.9,1.6,matcher
G5BMD1,Q8BYR2,91.8,95.5,0.3,matcher
G5C3H3,Q6NZR5,86.5,90.1,5.8,matcher
G5CBJ6,Q8VHH7,94.5,97.6,0.2,matcher
G5ATU5,P35969,81.8,89.6,0.7,matcher
G5ALU1,Q99NE5,80.4,83.1,11.6,matcher
G5ALA0,Q6DFW5,92.4,96.1,0.2,matcher
G5B7Q2,Q91V14,98.0,98.5,0.5,matcher
G5ALE4,Q5XF89,88.3,93.6,0.8,matcher
G5BSN6,P52332,86.3,89.5,8.0,matcher
G5B0Q1,E9PUN6,80.7,89.0,1.1,matcher
G5AS38,E9PVB5,90.3,92.4,4.8,matcher
G5BXG2,E9PUQ8,88.2,90.2,6.4,matcher
G5B6Q5,P51432,90.9,93.7,0.9,matcher
G5AY68,Q80U78,96.3,96.8,2.4,matcher
